,Description,United States Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
111,               Sewerage,"62,799,634","521,297","159,432","765,062","301,510","9,687,472","1,339,987","647,498","263,538","449,454","4,093,892","1,275,639","444,408","252,585","1,598,663","1,350,939","742,564","421,220","1,059,699","619,940","222,533","1,677,017","1,489,942","2,631,679","1,021,336","293,140","1,214,081","160,994","399,328","412,396","251,943","1,573,096","189,800","4,150,226","1,227,424","79,805","2,872,581","376,704","1,113,279","2,890,983","189,429","788,462","106,003","869,383","4,758,557","470,955","96,444","1,604,199","2,166,122","256,671","1,174,608","75,714"
112,                    Capital outlay,"21,891,550","208,232","71,776","232,252","96,975","3,202,466","604,213","277,405","125,941","264,880","986,877","106,933","251,419","98,046","625,700","539,260","306,147","97,562","693,089","195,742","59,477","522,776","563,414","455,569","228,082","105,266","510,423","83,342","244,882","100,145","108,186","312,220","59,421","2,479,481","507,895","24,135","1,255,140","106,250","437,205","661,978","40,634","357,196","47,158","262,486","1,695,315","146,194","31,942","572,625","704,926","74,118","127,444","21,312"
113,               Solid waste management,"27,717,333","342,836","120,233","497,344","244,868","3,881,239","127,473","286,699","103,801","137,545","2,998,844","790,236","289,784","208,756","620,608","312,194","337,047","181,484","227,449","330,486","122,456","714,729","391,435","546,819","469,918","198,842","162,173","83,902","112,553","34,757","129,872","933,405","220,078","3,460,190","877,819","76,312","590,701","269,611","167,351","901,599","117,234","480,063","56,266","552,779","1,675,106","218,426","39,271","677,990","804,046","66,064","431,797","94,843"
114,                    Capital outlay,"2,291,526","31,710","20,789","63,724","19,108","157,988","9,617","19,166","12,328","14,038","241,338","29,527","23,214","33,216","216,709","17,081","33,854","11,378","19,410","7,416","11,650","2,284","11,192","50,403","33,926","8,358","17,341","12,132","17,692","1,619","9,904","39,531","19,767","424,407","72,413","9,877","44,919","19,589","7,493","78,577","26,343","58,425","8,016","38,818","136,015","8,571","2,177","71,354","30,821","1,454","8,940","25,910"
115,     Governmental administration:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,               Financial administration,"50,812,057","680,317","388,968","563,233","650,411","5,015,829","1,201,551","608,809","246,483","306,211","3,760,547","1,342,949","283,715","299,309","2,003,865","593,095","406,712","421,125","516,265","744,987","355,878","1,095,913","1,220,746","1,572,603","1,567,386","500,387","714,992","224,508","291,161","341,424","602,094","1,434,196","361,196","3,805,313","1,517,439","157,569","2,197,474","509,715","993,848","2,022,180","211,723","623,933","179,631","1,064,411","2,724,379","638,296","107,029","1,686,117","885,612","425,125","557,843","187,556"
117,               Judicial and legal,"50,485,806","436,285","244,015","1,045,426","238,641","9,908,300","949,887","682,420","201,675","171,797","2,628,457","1,537,984","325,461","237,611","1,500,498","642,726","383,016","341,834","577,695","610,908","119,621","1,019,840","1,114,776","1,397,052","785,652","293,394","594,028","204,111","196,532","539,376","177,662","1,626,116","354,768","4,434,126","851,930","107,569","1,934,074","352,361","863,068","2,133,588","165,960","411,563","102,872","893,890","3,312,778","422,284","96,220","1,046,840","1,169,889","268,826","702,093","128,311"
118,               General public buildings,"16,064,196","124,383","83,632","209,209","38,159","622,651","285,817","124,918","110,914","256,397","302,261","566,489","140,301","246,007","730,450","156,486","115,665","166,464","101,158","133,072","122,964","371,463","1,070,761","216,396","259,606","95,341","185,582","64,931","58,477","113,233","91,678","510,284","215,195","1,409,918","512,082","47,135","612,840","49,855","255,791","1,397,136","98,003","251,641","61,822","347,520","1,029,902","449,684","29,589","859,646","136,007","111,495","340,213","173,575"
119,               Other governmental administration,"38,039,494","505,482","296,496","670,973","250,066","7,209,782","1,097,989","707,418","163,078","157,832","1,346,220","739,867","225,040","165,193","2,162,841","964,993","255,308","442,799","528,620","486,287","164,769","692,744","438,021","863,008","584,636","281,819","614,407","185,531","228,224","299,664","285,232","589,269","272,678","1,368,042","984,262","93,178","1,437,305","362,208","797,810","1,683,344","266,883","616,257","87,238","581,284","2,382,053","503,644","95,800","736,675","660,571","271,545","1,038,270","196,840"
120,     Interest on general debt,"112,949,472","971,457","294,695","1,168,223","511,791","17,266,960","2,478,778","2,490,756","300,685","640,706","3,668,800","1,604,211","380,565","267,302","7,866,646","1,828,279","595,605","665,449","1,297,787","1,225,798","240,488","2,389,644","3,314,543","3,270,821","1,717,678","536,424","1,939,434","208,411","339,591","997,175","423,968","3,569,619","575,454","14,766,578","2,075,416","299,531","3,447,908","476,177","1,300,130","4,395,720","512,262","901,264","202,936","1,623,632","10,189,223","599,219","98,247","2,340,680","2,934,093","379,644","1,304,424","54,643"
121,"     General expenditure, n.e.c.:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,               Miscellaneous commercial activities,"8,062,996","19,579","274,725","11,633","46,234","1,334,589","102,120","4,166",15,0,"4,859,982","49,272",396,"5,363","13,823","17,676","64,589","17,322","61,254","56,516","8,797","39,704","18,174","92,219","19,524","7,001","26,088","77,136","11,499","18,036","4,169",708,"5,975","41,146","13,393","259,425","73,343","45,383","19,133","7,094","2,215","8,059","39,120","45,043","29,516","36,988","32,955","9,591","91,311","1,135","14,247","25,613"
123,               Other and unallocable,"144,392,201","1,448,208","649,172","1,508,985","425,182","11,968,211","2,569,549","3,698,555","268,798","625,363","8,384,735","2,526,334","2,021,614","502,604","10,425,073","2,736,299","1,256,137","1,068,545","895,814","1,847,953","737,496","4,106,222","7,319,235","4,431,965","2,390,749","604,094","2,383,960","264,501","942,459","1,080,557","358,887","10,228,399","977,377","22,129,179","1,634,957","441,525","3,353,649","733,475","2,268,926","3,576,534","538,187","1,051,638","317,130","1,991,113","6,213,843","1,318,965","171,546","2,628,274","2,833,790","670,852","1,268,715","596,873"
124,     Utility expenditure,"248,279,211","3,303,891","646,360","6,212,129","1,015,880","47,909,070","4,405,223","1,432,725","586,463","4,632,176","12,898,012","6,362,412","1,257,254","244,464","8,543,209","2,749,920","1,313,580","1,615,405","2,083,070","1,346,271","196,940","3,687,627","6,502,837","4,115,012","3,131,780","911,913","2,793,510","248,860","4,326,416","1,648,127","167,388","4,113,018","845,298","32,405,317","4,756,579","465,158","3,772,478","2,254,242","2,774,262","5,088,358","354,962","3,616,317","374,969","10,397,501","20,548,335","2,489,114","287,414","3,521,396","10,977,569","355,829","2,356,761","236,410"
125,               Capital outlay,"57,253,999","403,665","142,962","1,794,263","197,364","10,736,396","1,126,224","220,813","60,568","2,315,040","3,148,806","1,076,813","652,759","45,756","1,698,366","360,709","219,632","235,036","332,697","103,372","30,972","936,609","1,636,568","824,229","567,902","116,914","344,020","96,426","794,052","414,663","36,036","849,549","142,107","8,519,246","832,255","203,677","705,675","469,853","713,786","1,233,368","84,017","585,268","63,482","1,012,989","5,673,372","395,786","33,726","1,174,418","3,651,014","69,848","112,526","58,406"
126,          Water supply,"78,073,926","965,478","138,112","1,615,686","513,402","18,714,926","1,869,700","393,555","101,070","342,518","5,081,722","2,095,250","401,661","135,104","2,904,194","857,290","620,691","764,133","928,526","534,183","121,927","1,580,170","1,399,864","1,932,489","916,835","382,963","679,510","203,517","363,060","1,195,850","126,797","756,565","447,623","3,282,398","1,614,260","424,866","1,890,605","1,060,116","997,819","1,684,809","218,820","944,441","168,406","1,255,347","10,155,447","853,662","99,875","1,383,975","1,762,545","284,836","766,045","141,282"
127,          Electric power,"80,553,861","1,898,372","358,539","3,564,978","470,177","12,014,723","1,106,141","351,119","319,218",0,"5,441,310","2,559,259",0,"80,136","1,306,016","1,332,350","515,910","765,087","635,285","509,653","15,389","73,777","1,462,446","1,471,973","1,504,988","394,215","1,453,885","1,416","3,587,008","111,713","5,892","155,956","168,863","6,862,498","2,225,068","21,196","1,213,633","1,049,081","744,752","150,203","7,347","2,307,002","173,048","6,730,577","6,811,063","1,042,672","154,552","420,894","5,677,335","13,172","1,226,155","87,820"
128,          Gas supply,"7,829,436","367,612","98,965","37,748","1,400","286,266","176,938","23,676",0,0,"270,298","805,595",0,0,"219,309","309,051","61,096","36,399","313,579","85,689",50,"6,222","43,788",0,"96,842","111,369","125,832",0,"327,892",0,0,0,"76,461","6,761","142,774",128,"40,230","28,309",296,"523,016",0,"278,695","10,700","2,109,694","591,584","9,367",0,"198,359","5,813",227,"1,408",0
129,          Transit,"81,821,987","72,429","50,744","993,717","30,901","16,893,155","1,252,444","664,374","166,174","4,289,658","2,104,681","902,308","855,593","29,224","4,113,691","251,229","115,884","49,786","205,679","216,746","59,574","2,027,458","3,596,740","710,550","613,115","23,366","534,282","43,926","48,456","340,564","34,700","3,200,497","152,351","22,253,660","774,477","18,968","628,010","116,736","1,031,396","2,730,330","128,795","86,180","22,815","301,883","2,990,239","583,414","32,987","1,518,168","3,531,876","57,593","363,153","7,308"
130,     Liquor store expenditure,"8,811,363","351,058","6,868",0,0,0,0,0,0,0,0,0,0,"143,619",0,0,"239,477",0,0,0,"133,175","266,851",0,"953,839","254,930","307,076",0,"89,874",0,0,"559,778",0,0,0,"741,870",0,"1,013,714",0,"437,730","2,040,689",0,0,"13,614",0,0,"304,779","66,631","695,129",0,"83,004",0,"107,658"
131,     Insurance trust expenditure,"372,314,145","3,813,760","1,464,508","5,066,951","2,237,843","71,201,273","6,339,450","5,935,186","855,708","599,012","13,558,849","8,464,945","1,645,696","1,281,468","22,434,512","2,822,998","2,829,221","2,087,044","4,839,754","5,204,925","1,111,024","6,195,498","9,554,666","10,217,293","6,101,677","2,953,324","6,032,581","1,139,907","1,270,822","2,942,747","879,556","14,256,041","2,564,000","38,144,012","6,620,523","691,095","17,857,347","2,835,416","6,235,856","15,190,843","1,585,030","3,690,905","655,741","3,728,289","21,546,311","1,863,604","464,874","6,573,213","7,598,210","1,704,713","6,576,354","849,572"
132,          Unemployment compensation,"27,079,539","145,909","85,082","209,766","98,346","5,110,692","381,785","602,724","60,485","120,010","329,943","295,567","159,558","86,903","1,688,356","242,422","369,952","134,423","287,650","127,601","86,252","433,842","1,451,316","736,593","775,076","61,738","246,218","101,302","63,958","279,597","44,613","1,963,782","134,199","2,070,776","167,623","77,888","817,252","212,867","480,209","1,749,112","146,437","156,963","26,114","186,248","2,033,569","153,900","65,177","277,165","955,732","153,912","387,599","45,336"
133,          Employee retirement,"330,848,042","3,667,851","1,376,108","4,857,185","2,125,288","58,846,485","5,574,798","5,309,583","790,350","479,002","13,186,053","8,135,644","1,486,138","1,040,503","20,705,608","2,573,909","2,452,131","1,950,185","4,414,130","4,989,383","1,024,772","5,600,905","8,060,350","9,471,208","5,262,204","2,891,586","5,692,047","911,301","1,206,225","2,663,150","834,943","11,548,603","2,429,602","34,604,387","6,452,900","465,540","16,670,532","2,622,549","5,520,792","13,312,142","1,237,847","3,497,801","629,110","3,542,041","19,109,475","1,695,566","399,697","6,289,486","4,989,320","1,420,724","6,188,755","642,150"
134,          Workers' compensation,"7,306,452",0,"3,318",0,"14,209","1,019,919","379,094","22,879","4,873",0,"42,853",0,0,"154,062","40,548","6,667","7,138","2,436","137,974","58,659",0,"93,061","43,000","9,492","64,397",0,"94,316","127,304",639,0,0,"221,903",199,"1,468,849",0,"147,667","369,563",0,"234,855","129,589","1,043","36,141",517,0,"403,267","14,138",0,"6,562","1,653,158","130,077",0,"162,086"
135,          Other insurance trust,"7,080,112",0,0,0,0,"6,224,177","3,773",0,0,0,0,"33,734",0,0,0,0,0,0,0,"29,282",0,"67,690",0,0,0,0,0,0,0,0,0,"521,753",0,0,0,0,0,0,0,0,"199,703",0,0,0,0,0,0,0,0,0,0,0
136,            Debt outstanding,"3,198,761,686","30,218,350","9,557,037","40,347,544","19,664,418","507,080,623","64,086,127","52,697,760","7,450,721","17,186,738","131,778,361","60,281,959","17,426,529","6,146,926","165,055,933","50,941,193","19,750,522","28,930,055","50,734,221","34,375,212","8,770,276","56,468,034","98,417,790","77,683,699","55,219,548","14,571,383","47,193,910","5,628,413","14,503,461","29,490,505","10,301,034","93,189,240","15,969,980","362,359,918","47,574,490","9,455,632","94,374,382","19,468,087","40,677,932","126,541,563","11,952,946","36,942,599","6,637,329","46,447,497","308,237,621","22,552,824","4,703,336","66,898,325","88,080,183","14,196,387","48,564,981","1,978,150"
137,Short-term,"34,954,985","281,189","60,367","414,976","12,414","985,547","428,733","458,781","25,913","83,170","135,075","510,500",0,"3,164","502,037","411,806","67,236","316,140","476,951","65,678","16,654","745,226","2,102,538","769,491","312,883","47,923","112,074","7,939","55,182","1,086,004","9,565","2,465,728","45,400","7,043,170","58,270","44,881","658,079","183,904","130,478","96,096","99,864","271,343","9,415","1,093,253","9,825,035","172,235","263,722","805,126","632,741","23,212","523,046","4,826"
138,Long-term,"3,163,806,701","29,937,161","9,496,670","39,932,569","19,652,003","506,095,077","63,657,394","52,238,979","7,424,808","17,103,568","131,643,285","59,771,459","17,426,529","6,143,762","164,553,895","50,529,387","19,683,286","28,613,914","50,257,269","34,309,534","8,753,622","55,722,808","96,315,252","76,914,207","54,906,664","14,523,460","47,081,836","5,620,474","14,448,278","28,404,501","10,291,469","90,723,512","15,924,579","355,316,749","47,516,220","9,410,751","93,716,303","19,284,183","40,547,455","126,445,468","11,853,082","36,671,256","6,627,914","45,354,244","298,412,586","22,380,589","4,439,614","66,093,199","87,447,442","14,173,175","48,041,934","1,973,324"
139,     Public debt for private purposes,"554,068,456","562,028","3,740,185","4,670,756","4,544,707","52,626,979","12,541,749","13,403,959","1,525,126","1,299,533","12,930,391","7,762,599","56,414","2,291,490","26,111,085","14,429,020","1,725,838","6,828,141","14,914,565","12,546,010","1,940,883","12,581,414","20,123,128","15,118,812","12,156,643","1,422,293","17,464,497","2,342,918","1,418,606","2,925,059","4,041,191","13,922,229","4,505,425","68,681,640","9,048,428","3,409,410","31,627,254","1,591,185","6,941,144","37,046,570","4,893,129","4,933,956","2,941,459","14,473,928","25,063,333","3,426,120","1,418,554","7,178,034","7,210,144","6,737,710","12,153,378","819,407"
140,Long-term debt issued,"348,739,091","2,582,266","686,296","2,484,371","2,647,168","53,717,166","10,400,810","5,077,589","465,348","1,726,211","15,649,013","6,617,109","1,464,354","342,017","17,243,800","3,752,437","2,836,877","6,823,452","3,480,934","1,557,657","1,452,010","6,479,605","8,697,690","10,515,097","4,713,569","1,463,360","3,969,775","514,964","1,966,670","2,955,448","855,615","7,328,879","1,164,807","43,139,787","7,324,174","7,819,684","9,417,205","2,928,679","5,429,006","10,108,992","1,053,220","3,221,840","787,012","5,874,969","29,996,616","4,343,851","723,175","5,328,915","8,930,410","2,476,493","7,979,581","223,117"
141,Long-term debt retired,"291,318,902","2,410,154","844,425","3,837,118","1,542,397","42,691,146","6,064,580","4,515,869","547,439","700,998","13,054,934","4,859,348","1,625,887","406,243","17,230,288","3,227,357","2,346,701","2,424,062","1,758,655","4,062,142","1,003,527","4,453,319","7,652,808","8,430,931","5,347,901","1,184,383","3,715,159","760,043","1,730,177","2,465,478","1,426,704","10,305,160","1,690,988","31,780,568","6,446,901","7,378,563","7,525,716","2,471,140","3,367,013","10,507,196","893,776","5,156,317","501,076","3,659,811","26,005,720","2,538,931","365,094","5,161,222","6,789,415","751,938","5,501,375","200,811"
142,            Cash and security holdings,"7,628,410,604","71,664,853","101,424,952","103,381,306","53,100,609","1,412,190,542","127,593,681","75,780,625","20,151,302","20,088,411","388,704,392","174,920,961","35,423,350","33,273,335","289,052,856","88,271,494","64,130,803","47,456,991","67,642,815","94,760,070","25,672,272","114,459,815","146,874,566","169,892,678","128,413,327","46,659,365","133,638,214","25,593,101","38,916,031","71,550,272","20,434,805","147,895,300","75,146,771","752,386,596","160,919,150","40,846,360","330,757,343","69,643,740","141,943,319","223,323,884","21,064,417","71,430,228","22,919,658","114,037,104","622,288,601","55,771,627","11,231,602","164,433,568","191,213,335","25,548,246","156,948,186","37,543,770"
143,Insurance trust funds,"4,709,374,083","42,992,707","16,709,851","57,174,970","32,619,059","989,203,448","61,132,969","47,955,983","11,503,036","13,016,563","212,458,103","118,229,851","18,628,215","19,908,081","181,054,048","34,373,891","39,810,473","24,016,613","37,023,682","56,062,231","16,090,609","79,227,260","90,728,870","102,100,737","75,599,603","31,438,769","84,896,075","14,040,937","20,288,419","48,060,053","10,025,617","84,708,479","30,889,095","569,497,680","109,550,841","8,708,175","215,641,605","37,460,684","96,399,105","122,145,863","11,397,150","34,841,139","13,237,858","66,619,650","294,140,319","33,986,681","5,839,347","102,120,118","133,396,364","18,500,249","123,146,269","10,776,688"
144,     Unemployment compensation,"148,919,961","1,441,198","953,558","2,194,752","1,658,582","7,434,484","2,274,478","1,474,860","349,930","564,711","8,171,584","4,990,660","1,151,108","1,340,534","4,236,336","1,712,738","2,345,410","1,903,226","1,291,830","2,138,758","976,314","2,635,092","3,353,882","9,252,908","3,130,612","1,420,366","2,089,514","696,596","913,554","3,435,628","626,314","5,565,242","935,814","5,789,522","7,641,716","396,772","2,538,742","2,279,402","9,529,862","6,960,488","985,722","2,101,244","256,242","2,557,352","4,758,912","2,284,696","987,846","2,941,608","9,365,158","413,146","3,755,498","715,460"
145,     Employee retirement,"4,442,583,533","41,551,509","15,735,319","54,980,218","30,847,330","951,711,677","55,988,568","46,430,894","11,153,106","12,451,852","203,992,144","113,227,369","17,477,107","17,750,574","176,729,395","32,659,806","37,459,721","22,111,921","34,474,281","53,679,293","15,102,378","76,302,138","87,214,775","92,814,433","72,446,813","30,018,403","82,795,916","11,884,877","19,373,321","44,624,425","9,399,303","78,797,022","29,945,736","545,614,020","101,909,125","6,253,750","189,103,828","35,181,282","82,090,378","113,806,073","10,315,806","32,137,687","12,978,039","64,062,298","282,775,035","31,568,471","4,851,501","99,172,211","105,637,092","16,641,048","119,390,771","7,963,493"
146,     Workers' compensation,"107,318,972",0,"20,974",0,"113,147","20,334,834","2,793,807","50,229",0,0,"294,375",0,0,"816,973","75,064","1,347","5,342","1,466","1,257,571","32,591","11,917","107,017","61,241","33,396","22,178",0,"10,645","1,459,464","1,544",0,0,"207,438","7,545","18,094,138",0,"2,057,653","23,999,035",0,"4,778,865","1,379,302",0,"602,208","3,577",0,"6,606,372","133,514",0,"6,299","18,394,114","1,446,055",0,"2,097,735"
147,     Miscellaneous,"10,551,617",0,0,0,0,"9,722,453","76,116",0,0,0,0,"11,822",0,0,"13,253",0,0,0,0,"211,589",0,"183,013","98,972",0,0,0,0,0,0,0,0,"138,777",0,0,0,0,0,0,0,0,"95,622",0,0,0,0,0,0,0,0,0,0,0
148,Other than insurance trust funds,"2,919,036,521","28,672,146","84,715,101","46,206,336","20,481,551","422,987,094","66,460,711","27,824,642","8,648,266","7,071,848","176,246,289","56,691,110","16,795,135","13,365,254","107,998,808","53,897,604","24,320,330","23,440,378","30,619,134","38,697,839","9,581,663","35,232,555","56,145,696","67,791,941","52,813,725","15,220,596","48,742,139","11,552,164","18,627,612","23,490,219","10,409,188","63,186,821","44,257,676","182,888,916","51,368,309","32,138,185","115,115,738","32,183,056","45,544,214","101,178,021","9,667,267","36,589,089","9,681,800","47,417,454","328,148,282","21,784,946","5,392,255","62,313,449","57,816,972","7,047,997","33,801,917","26,767,082"
149,   By purpose:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,          Offsets to debt,"755,470,917","2,941,192","4,315,798","8,657,603","5,663,896","67,295,278","15,931,787","16,244,007","1,742,314","1,718,628","20,874,194","10,039,246","1,018,981","3,027,104","34,365,465","22,138,263","5,698,294","9,709,833","15,787,776","14,143,983","3,886,866","15,605,936","26,605,553","18,485,893","18,432,522","2,431,821","19,790,758","2,991,933","2,532,564","5,359,271","4,923,520","19,724,495","5,904,664","90,580,843","10,234,044","4,640,384","45,084,648","3,998,097","9,911,875","38,380,480","5,486,158","7,445,255","3,272,224","19,662,489","54,027,156","4,298,944","2,345,048","18,229,930","11,166,268","1,092,359","16,758,557","866,720"
151,          Bond funds,"250,326,583","3,022,136","398,628","2,895,593","2,212,703","42,974,910","7,295,806","1,222,751","400,460","22,524","11,963,212","8,433,261","890,042","965,929","9,254,731","1,855,138","1,817,600","2,134,030","1,020,810","2,945,394","553,595","2,355,253","4,368,763","4,175,845","1,482,710","1,250,847","1,757,223","631,663","1,155,842","2,861,008","319,277","5,574,592","3,223,880","13,858,157","6,358,308","385,174","8,839,405","2,162,902","5,934,573","12,270,478","387,677","3,261,691","212,496","4,567,098","39,603,266","3,620,098","81,096","4,896,682","8,660,646","423,098","3,027,421","340,159"
152,          Other,"1,913,239,021","22,708,818","80,000,675","34,653,140","12,604,952","312,716,906","43,233,119","10,357,884","6,505,492","5,330,696","143,408,883","38,218,602","14,886,112","9,372,221","64,378,612","29,904,202","16,804,436","11,596,515","13,810,547","21,608,462","5,141,202","17,271,366","25,171,380","45,130,203","32,898,493","11,537,929","27,194,158","7,928,568","14,939,206","15,269,940","5,166,391","37,887,734","35,129,132","78,449,916","34,775,957","27,112,627","61,191,685","26,022,057","29,697,766","50,527,062","3,793,432","25,882,143","6,197,081","23,187,867","234,517,860","13,865,904","2,966,111","39,186,837","37,990,057","5,532,540","14,015,938","25,560,203"
153,"Revision date: June 26, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
