,Description,United States Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
111,               Sewerage,"57,115,470","422,124","119,619","776,933","316,646","9,050,713","1,026,437","641,579","202,900","582,484","3,758,313","1,226,363","399,202","233,365","1,644,456","1,184,081","581,767","433,084","591,916","654,042","213,585","1,386,941","1,368,806","2,480,579","1,045,769","296,103","1,186,720","141,938","254,685","464,735","162,212","1,578,283","235,056","3,633,033","979,018","98,742","2,564,341","360,175","922,114","2,622,914","177,748","689,684","110,366","818,690","4,076,358","345,888","74,352","1,590,477","1,950,413","304,363","1,052,579","82,779"
112,                    Capital outlay,"19,746,982","143,101","35,938","274,172","118,571","3,413,013","357,039","308,439","67,440","383,250","1,003,337","220,154","225,238","86,481","685,452","454,500","172,938","150,202","301,289","267,894","60,469","324,000","473,374","323,415","204,225","115,571","538,455","68,784","112,873","165,810","49,143","319,761","98,901","2,008,542","295,735","47,196","896,302","119,215","352,927","560,519","37,700","256,884","47,485","294,807","1,648,715","51,176","12,373","591,477","682,068","102,549","189,387","28,696"
113,               Solid waste management,"25,002,925","306,807","115,968","459,351","228,115","3,338,971","143,453","273,543","89,335","134,136","2,606,759","724,361","266,252","166,850","624,184","245,762","271,343","163,573","230,538","363,039","118,590","655,210","399,958","510,355","389,553","191,842","153,152","84,586","100,105","31,512","126,596","919,261","216,536","3,008,670","751,809","73,673","484,216","242,203","160,656","898,476","102,632","388,791","52,402","439,443","1,508,538","193,742","35,502","642,263","769,878","88,691","405,923","105,821"
114,                    Capital outlay,"1,936,428","26,048","18,902","56,295","22,777","148,921","11,823","19,704","8,853","8,422","88,480","24,802","25,332","10,853","184,053","15,404","25,437","8,730","26,073","11,586","4,773","6,728","20,099","16,998","25,925","9,776","10,776","9,317","11,713","2,555","3,953","37,978","24,859","437,933","65,209","9,525","34,559","19,383","10,372","63,927","9,614","28,997","5,726","27,845","128,455","3,037","1,899","45,026","69,939","6,523","10,580","29,934"
115,     Governmental administration:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,               Financial administration,"48,019,981","613,600","297,653","480,423","661,233","5,529,640","1,121,817","585,541","256,907","276,338","3,016,814","1,155,992","267,199","305,550","2,080,825","532,671","410,364","347,780","485,936","766,389","329,564","974,298","1,152,528","1,195,404","1,368,161","484,140","671,268","231,529","313,337","369,158","555,907","1,393,348","338,414","3,968,365","1,353,313","153,294","2,061,625","502,027","941,304","1,848,256","192,892","603,230","181,819","891,023","2,665,298","550,567","110,619","1,554,245","817,007","345,439","508,111","201,819"
117,               Judicial and legal,"47,682,531","368,410","240,249","1,048,030","226,525","9,091,097","862,242","678,105","200,943","148,175","2,491,944","1,383,080","325,575","212,311","1,511,309","621,152","365,514","326,213","557,645","685,966","112,461","964,733","1,053,969","1,214,850","771,628","275,022","565,429","199,105","188,036","496,121","161,057","1,502,150","320,775","4,153,096","844,108","108,101","1,827,287","358,901","792,654","1,995,900","159,664","391,076","95,771","842,607","3,178,313","378,224","88,449","1,025,986","1,220,185","267,525","662,671","122,192"
118,               General public buildings,"14,757,340","107,161","89,635","233,005","37,936","787,320","396,324","128,053","96,440","217,212","290,160","402,522","166,273","96,293","645,393","147,345","133,011","163,235","114,946","144,286","90,749","355,393","1,061,170","203,737","308,127","87,269","192,306","57,170","60,169","137,857","87,243","403,252","126,302","1,430,901","505,466","59,318","421,513","47,265","231,369","994,335","108,314","230,161","56,096","369,895","903,088","352,599","24,415","775,999","125,113","103,381","317,874","132,944"
119,               Other governmental administration,"35,503,426","476,595","302,353","605,743","233,622","6,790,494","953,168","695,227","140,285","134,341","1,273,677","842,617","150,195","140,605","1,960,486","816,726","222,238","338,995","531,130","498,746","155,503","615,745","444,781","734,407","632,576","262,352","575,063","182,499","214,135","328,197","185,148","530,731","274,706","1,333,746","859,092","98,951","1,380,774","392,267","711,603","1,617,461","225,799","582,866","85,290","541,028","2,121,896","462,051","93,758","699,962","569,092","256,305","1,015,415","212,984"
120,     Interest on general debt,"106,284,399","992,775","305,478","1,517,962","500,817","17,398,471","2,024,586","1,932,867","288,216","589,071","3,833,909","1,494,484","348,897","234,983","6,915,590","1,707,706","599,520","847,457","1,317,067","1,407,891","268,857","1,867,526","3,071,116","2,856,825","1,650,926","550,518","1,547,576","178,224","321,503","825,879","429,664","3,312,318","565,216","13,972,475","1,895,996","240,236","2,942,376","534,780","1,174,361","4,188,448","542,573","883,722","175,685","1,543,056","8,999,549","494,438","131,042","2,217,339","2,876,216","295,540","1,418,641","54,031"
121,"     General expenditure, n.e.c.:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,               Miscellaneous commercial activities,"4,444,896","17,592","260,167","10,187","41,377","1,666,288","103,057","4,435",4,0,"761,250","55,661",373,"22,213","24,297","20,762","62,679","27,827","57,850","67,841","10,124","37,339","20,283","97,123","68,529","7,170","24,874","86,881","11,423","16,958","5,834",821,"5,458","43,661","15,292","241,716","65,904","42,747","32,642","14,318","6,547","6,376","50,309","70,918","27,261","44,510","37,168","10,944","96,646","1,584","13,516","26,160"
123,               Other and unallocable,"130,376,751","1,499,444","669,400","1,383,480","381,374","11,457,922","2,174,625","2,865,569","211,975","682,245","6,639,085","2,019,784","1,303,457","327,184","7,851,899","2,138,269","1,396,548","1,065,152","897,004","1,755,608","645,359","3,590,034","6,476,656","3,570,352","1,613,605","636,890","2,221,262","278,987","899,057","704,905","372,729","11,389,809","902,122","22,207,831","1,200,405","631,923","3,202,567","674,375","2,007,103","3,708,586","422,272","939,443","295,919","1,636,185","5,332,663","1,013,598","153,633","2,215,513","2,266,590","717,871","1,094,908","633,575"
124,     Utility expenditure,"232,596,498","3,174,213","799,060","5,484,117","987,830","43,593,282","4,517,154","1,423,979","540,908","4,702,459","10,988,094","6,129,525","1,300,043","263,963","8,575,489","2,565,180","1,292,440","1,600,409","2,048,921","1,359,685","177,818","3,537,660","6,268,844","3,855,897","3,303,911","855,991","2,768,407","327,102","4,371,090","1,521,395","161,725","3,955,743","856,682","30,763,549","4,882,406","459,133","3,896,263","2,491,843","2,492,310","4,911,711","359,408","3,505,000","353,579","9,217,315","17,252,921","2,204,992","287,845","3,384,667","9,737,236","394,637","2,365,045","327,622"
125,               Capital outlay,"53,478,639","442,592","281,148","1,250,029","165,626","10,373,528","1,478,571","288,735","46,724","2,734,393","1,828,564","972,783","722,202","70,388","1,943,465","251,815","229,472","327,286","313,172","178,667","31,779","1,016,078","1,669,273","629,939","624,924","137,108","343,042","191,251","845,267","369,803","24,236","853,194","220,950","7,538,440","970,725","183,759","776,255","858,826","641,260","1,086,622","94,094","453,728","51,678","1,047,536","4,150,974","327,914","37,677","1,158,471","2,896,652","113,042","108,994","125,988"
126,          Water supply,"71,515,032","1,036,028","143,333","1,437,282","495,874","17,655,707","1,903,343","381,061","101,029","276,773","4,369,024","2,216,835","373,960","155,624","2,854,667","699,776","610,782","665,022","882,763","545,082","123,231","1,507,667","1,392,339","1,696,844","878,752","327,362","732,348","286,415","369,129","1,122,231","115,371","806,532","413,641","3,165,954","1,484,086","420,639","1,878,638","932,336","840,272","1,449,596","230,738","788,252","141,002","1,283,164","7,596,122","673,282","85,813","1,317,071","1,436,344","317,449","665,661","232,786"
127,          Electric power,"76,417,870","1,715,216","531,661","3,245,797","459,639","10,661,012","1,018,764","359,351","293,783",0,"4,378,631","2,348,863",0,"81,322","1,071,368","1,359,879","505,674","864,388","680,534","510,933","14,197","70,443","1,344,535","1,449,317","1,698,608","412,818","1,399,631","1,366","3,672,243","101,921","12,319","138,952","189,940","5,937,539","2,348,697","22,480","1,027,388","1,428,447","688,989","156,614","7,441","2,393,210","184,664","6,684,008","6,561,328","1,049,113","169,634","418,108","5,328,416","18,539","1,311,020","89,130"
128,          Gas supply,"6,114,794","350,882","73,465","39,928","2,453","273,113","155,251","17,787",0,0,"213,147","715,367",0,15,"76,876","293,066","55,589","29,357","288,281","73,683",50,"5,633","43,204",0,"88,374","93,328","128,092",0,"285,025",0,0,0,"81,257","7,206","127,552",207,"51,744","30,791",679,"525,821",0,"226,002","9,547","1,001,470","543,971","9,524",0,"188,830","6,557",214,"1,456",0
129,          Transit,"78,548,802","72,087","50,601","761,110","29,864","15,003,450","1,439,796","665,780","146,096","4,425,686","2,027,292","848,460","926,083","27,002","4,572,578","212,459","120,395","41,642","197,343","229,987","40,340","1,953,917","3,488,766","709,736","638,177","22,483","508,336","39,321","44,693","297,243","34,035","3,010,259","171,844","21,652,850","922,071","15,807","938,493","100,269","962,370","2,779,680","121,229","97,536","18,366","248,673","2,551,500","473,073","32,398","1,460,658","2,965,919","58,435","386,908","5,706"
130,     Liquor store expenditure,"8,213,309","329,044","7,543",0,0,0,0,0,0,0,0,0,0,"127,237",0,0,"212,932",0,0,0,"120,358","269,931",0,"872,771","287,841","287,479",0,"83,148",0,0,"546,271",0,0,0,"708,307",0,"903,683",0,"390,399","1,920,735",0,0,"14,550",0,0,"274,970","60,748","623,049",0,"75,689",0,"96,624"
131,     Insurance trust expenditure,"351,922,399","3,713,854","1,405,722","4,782,671","2,030,776","64,645,906","6,025,772","5,649,865","786,621","569,290","11,955,298","7,524,133","1,488,946","1,154,348","21,183,723","2,984,613","2,633,894","2,027,032","4,641,224","4,972,285","1,028,113","5,872,005","8,966,668","9,849,840","5,707,508","2,745,997","5,510,471","1,079,973","1,119,280","2,606,225","811,846","13,579,510","2,391,664","35,807,096","6,219,723","699,807","17,491,010","2,777,038","5,715,863","15,227,138","1,580,895","3,702,193","602,565","5,876,613","20,525,764","1,706,002","420,618","6,108,510","7,490,721","1,630,306","6,057,555","837,909"
132,          Unemployment compensation,"31,069,183","176,349","128,990","260,763","139,021","5,455,277","493,922","722,677","72,679","143,942","392,845","340,304","166,061","107,447","1,922,282","298,253","429,594","190,120","307,160","206,599","94,725","533,426","1,515,911","822,345","820,753","87,747","295,544","115,163","72,686","310,927","55,346","2,010,615","178,416","2,281,256","212,751","144,300","944,853","309,565","487,250","2,062,889","153,857","180,898","30,041","203,911","2,850,547","171,743","69,924","363,469","996,673","183,054","462,622","91,691"
133,          Employee retirement,"305,720,601","3,537,505","1,273,450","4,521,908","1,876,363","52,327,123","5,125,752","4,900,972","708,708","425,348","11,510,604","7,150,822","1,322,885","900,498","19,217,453","2,680,063","2,204,300","1,836,912","4,128,489","4,678,208","933,388","5,182,193","7,411,412","9,011,806","4,839,980","2,658,250","5,115,794","831,821","1,045,970","2,295,298","756,500","10,833,765","2,197,141","32,055,623","6,006,972","408,651","15,711,598","2,467,473","4,958,426","12,946,975","1,235,859","3,445,191","571,434","5,672,702","17,317,751","1,520,301","350,694","5,739,947","4,388,057","1,323,083","5,589,470","569,713"
134,          Workers' compensation,"8,361,700",0,"3,282",0,"15,392","944,295","395,617","26,216","5,234",0,"51,849",0,0,"146,403","43,956","6,297",0,0,"205,575","58,196",0,"93,785","39,345","15,689","46,775",0,"99,133","132,989",624,0,0,"208,833","16,107","1,470,217",0,"146,856","834,559",0,"270,187","217,274","1,175","76,104","1,090",0,"357,466","13,958",0,"5,094","2,105,991","124,169","5,463","176,505"
135,          Other insurance trust,"6,770,915",0,0,0,0,"5,919,211","10,481",0,0,0,0,"33,007",0,0,32,0,0,0,0,"29,282",0,"62,601",0,0,0,0,0,0,0,0,0,"526,297",0,0,0,0,0,0,0,0,"190,004",0,0,0,0,0,0,0,0,0,0,0
136,            Debt outstanding,"3,065,131,014","30,118,312","9,463,765","47,064,451","18,685,989","462,578,048","57,308,020","50,017,892","7,558,374","14,901,142","132,468,883","57,738,463","15,999,412","6,036,524","154,640,032","48,169,675","19,049,913","27,384,958","42,872,142","36,263,436","7,888,393","52,755,578","96,954,598","74,471,780","52,997,757","14,569,725","46,448,819","5,447,934","15,888,473","27,345,788","10,412,435","97,341,518","15,806,307","355,254,706","47,062,665","8,281,088","87,960,308","18,609,665","36,963,932","124,567,593","11,494,665","38,319,966","6,177,305","42,725,484","292,953,041","21,989,201","4,754,865","65,865,904","84,619,331","12,257,690","46,650,540","1,974,529"
137,Short-term,"34,886,529","305,566","264,495","298,669","12,882","959,772","92,601","428,264",24,"148,008","91,206","370,740","80,000","3,170","1,602,350","498,737","67,833","355,510","91,600","68,031","4,397","931,527","1,741,899","1,062,036","69,278","42,016","112,699","6,808","417,319","889,171","5,693","2,879,985","45,998","8,157,143","138,523","20,936","498,436","56,535","27,982","400,398","85,329","450,366","7,746","869,880","8,271,390","294,781","249,512","314,345","482,831","24,579","583,242","4,291"
138,Long-term,"3,030,244,485","29,812,746","9,199,270","46,765,782","18,673,107","461,618,276","57,215,419","49,589,628","7,558,350","14,753,134","132,377,677","57,367,723","15,919,412","6,033,354","153,037,682","47,670,938","18,982,080","27,029,448","42,780,542","36,195,405","7,883,996","51,824,051","95,212,699","73,409,744","52,928,479","14,527,709","46,336,120","5,441,126","15,471,154","26,456,617","10,406,742","94,461,533","15,760,309","347,097,563","46,924,142","8,260,152","87,461,872","18,553,130","36,935,950","124,167,195","11,409,336","37,869,600","6,169,559","41,855,604","284,681,651","21,694,420","4,505,353","65,551,559","84,136,500","12,233,111","46,067,298","1,970,238"
139,     Public debt for private purposes,"553,578,695","903,806","3,425,552","9,743,436","4,372,727","50,789,468","11,875,391","12,663,735","1,743,422","1,147,035","14,124,573","7,857,109","359,207","2,446,975","26,725,935","13,235,389","1,922,394","6,422,921","13,295,670","12,720,805","1,986,604","12,393,271","20,370,681","13,063,015","11,273,796","1,661,471","16,691,329","2,473,905","1,334,913","2,861,848","3,938,183","14,585,048","4,400,949","69,336,494","10,171,098","1,903,060","30,412,809","1,590,428","6,960,468","34,976,948","4,772,407","5,618,149","2,663,696","13,311,480","29,552,211","4,223,267","1,450,732","8,063,283","7,222,812","4,903,282","12,946,322","689,186"
140,Long-term debt issued,"409,699,854","3,938,302","633,709","6,544,542","2,430,790","69,274,743","8,679,323","7,463,943","585,977","2,739,229","15,920,142","7,092,628","3,720,545","738,988","18,263,418","5,162,509","2,319,195","3,045,875","3,563,817","2,389,501","1,070,019","8,830,534","10,680,320","9,511,861","6,899,322","2,443,419","5,822,814","731,180","2,780,223","4,131,576","1,722,629","9,226,043","2,007,622","46,248,150","7,517,570","4,144,864","8,461,172","3,077,818","7,084,114","17,100,245","1,509,337","5,008,277","787,103","3,932,543","40,131,609","4,218,672","988,657","7,685,003","11,344,469","980,325","8,800,359","314,829"
141,Long-term debt retired,"396,746,351","3,758,938","835,485","7,310,200","2,133,682","54,632,774","7,323,656","5,685,101","637,475","2,264,554","20,121,600","7,967,483","3,158,535","858,207","21,749,455","7,411,624","3,218,684","4,208,485","4,059,837","3,099,188","995,776","7,656,954","8,903,779","12,646,998","6,272,116","2,268,575","6,279,586","898,267","2,373,288","5,222,661","1,933,905","9,121,553","2,034,588","42,877,583","8,125,470","3,206,530","8,951,055","3,148,994","4,359,388","17,773,581","1,630,297","4,923,214","595,207","4,406,684","36,123,577","2,610,681","975,305","8,434,787","13,094,079","758,441","7,277,599","430,870"
142,            Cash and security holdings,"6,931,418,540","67,187,920","95,742,676","96,159,371","47,523,871","1,239,277,145","109,318,873","66,574,370","18,536,891","15,926,541","355,542,592","152,125,982","30,719,633","29,537,755","266,670,929","82,659,217","58,159,253","41,272,426","60,729,679","90,093,604","22,544,705","106,305,005","135,915,796","156,194,667","117,452,833","42,261,410","121,784,086","23,404,918","34,041,969","60,022,472","18,739,641","138,501,844","66,074,033","701,085,640","149,249,392","34,216,480","307,103,979","58,170,267","125,747,776","207,944,471","21,018,885","65,778,411","20,622,291","149,478,111","546,349,592","49,983,167","10,187,695","147,179,467","166,346,215","27,850,151","140,334,710","35,769,733"
143,Insurance trust funds,"4,296,033,977","40,805,740","15,584,741","51,038,238","29,595,670","866,081,879","56,334,293","43,181,418","10,595,460","10,259,104","191,761,295","103,727,452","16,908,859","17,515,201","169,728,851","34,057,984","36,268,979","21,683,979","33,709,780","51,158,878","14,410,358","74,037,095","82,135,328","95,718,446","68,805,528","28,045,124","76,631,634","13,049,355","18,290,044","40,316,607","9,052,749","80,103,067","28,544,028","514,245,776","99,903,915","7,693,844","204,994,659","33,446,020","89,011,722","110,793,687","10,502,101","32,645,232","12,383,213","106,532,845","268,329,065","31,399,058","5,131,632","92,594,086","114,975,700","17,038,104","105,161,361","10,114,793"
144,     Unemployment compensation,"105,353,297","1,148,970","876,762","1,134,404","1,230,702","-361,677","1,523,244","964,660","249,998","442,730","7,234,486","3,476,820","1,026,236","1,044,370","3,070,810","641,842","2,016,412","1,247,804","799,212","1,866,818","812,026","2,361,500","2,193,968","7,117,922","2,919,868","1,300,634","1,576,594","592,202","858,458","1,780,838","597,988","4,174,892","845,366","4,039,800","5,721,554","169,374","1,185,836","2,051,440","7,263,746","4,198,086","624,982","1,356,296","226,830","2,217,934","2,569,792","2,071,184","707,078","2,335,870","8,448,328","135,764","2,681,028","581,516"
145,     Employee retirement,"4,079,798,349","39,656,770","14,689,158","49,903,834","28,249,604","836,799,069","52,176,982","42,173,272","10,341,782","9,816,374","184,277,254","100,234,493","15,882,623","15,735,694","166,578,287","33,413,900","34,252,567","20,426,933","31,699,529","49,045,489","13,587,352","71,380,441","79,878,780","88,564,658","65,821,426","26,744,490","75,047,439","10,975,658","17,428,957","38,535,769","8,454,761","75,644,266","27,649,385","495,760,223","94,182,361","5,636,073","179,818,685","31,394,580","77,053,561","105,125,929","9,770,042","30,797,866","12,154,784","104,314,911","259,382,933","29,188,728","4,424,554","90,253,853","90,108,073","15,275,174","102,465,470","7,623,553"
146,     Workers' compensation,"100,682,936",0,"18,821",0,"115,364","20,240,478","2,536,366","43,486","3,680",0,"249,555",0,0,"735,137","66,793","2,242",0,"9,242","1,211,039","34,982","10,980","99,237","11,619","35,866","64,234",0,"7,601","1,481,495","2,629",0,0,"180,868","49,277","14,445,753",0,"1,888,397","23,990,138",0,"4,694,415","1,469,672",0,"491,070","1,599",0,"6,376,340","139,146",0,"4,363","16,419,299","1,627,166","14,863","1,909,724"
147,     Miscellaneous,"10,199,395",0,0,0,0,"9,404,009","97,701",0,0,0,0,"16,139",0,0,"12,961",0,0,0,0,"211,589",0,"195,917","50,961",0,0,0,0,0,0,0,0,"103,041",0,0,0,0,0,0,0,0,"107,077",0,0,0,0,0,0,0,0,0,0,0
148,Other than insurance trust funds,"2,635,384,563","26,382,180","80,157,935","45,121,133","17,928,201","373,195,266","52,984,580","23,392,952","7,941,431","5,667,437","163,781,297","48,398,530","13,810,774","12,022,554","96,942,078","48,601,233","21,890,274","19,588,447","27,019,899","38,934,726","8,134,347","32,267,910","53,780,468","60,476,221","48,647,305","14,216,286","45,152,452","10,355,563","15,751,925","19,705,865","9,686,892","58,398,777","37,530,005","186,839,864","49,345,477","26,522,636","102,109,320","24,724,247","36,736,054","97,150,784","10,516,784","33,133,179","8,239,078","42,945,266","278,020,527","18,584,109","5,056,063","54,585,381","51,370,515","10,812,047","35,173,349","25,654,940"
149,   By purpose:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,          Offsets to debt,"754,729,114","2,906,538","3,889,066","13,025,372","5,587,328","66,890,636","15,228,255","14,361,100","1,990,265","1,279,637","21,928,908","9,711,394","1,016,091","3,059,406","34,184,081","20,033,576","5,846,424","8,904,137","14,074,937","14,895,988","3,573,105","14,786,884","27,349,478","16,636,700","18,181,923","2,934,793","19,109,549","3,053,115","2,394,746","4,698,605","4,758,656","21,302,530","5,676,083","97,548,693","11,378,324","2,973,044","40,730,001","4,709,282","9,437,576","39,509,777","6,567,697","8,130,025","2,868,027","18,497,855","50,688,400","4,323,308","2,295,038","17,830,833","10,831,402","5,181,437","17,208,386","750,703"
151,          Bond funds,"218,745,506","2,178,602","530,220","3,239,199","1,734,452","37,765,454","5,540,369","1,056,630","520,572",0,"11,164,253","6,179,596","1,056,756","908,259","7,275,818","1,531,407","1,171,620","2,198,359","1,204,461","2,938,802","329,451","2,099,927","3,654,641","3,851,940","1,655,896","686,645","1,948,038","501,432","980,443","3,296,539","237,569","5,289,957","1,786,992","13,472,400","5,104,615","339,290","6,617,436","1,799,070","4,042,868","10,523,390","366,030","2,598,171","169,627","3,108,508","35,972,397","3,242,071","77,015","5,318,059","8,030,602","455,000","2,489,661","504,997"
152,          Other,"1,661,909,943","21,297,040","75,738,649","28,856,562","10,606,421","268,539,176","32,215,956","7,975,222","5,430,594","4,387,800","130,688,136","32,507,540","11,737,927","8,054,889","55,482,179","27,036,250","14,872,230","8,485,951","11,740,501","21,099,936","4,231,791","15,381,099","22,776,349","39,987,581","28,809,486","10,594,848","24,094,865","6,801,016","12,376,736","11,710,721","4,690,667","31,806,290","30,066,930","75,818,771","32,862,538","23,210,302","54,761,883","18,215,895","23,255,610","47,117,617","3,583,057","22,404,983","5,201,424","21,338,903","191,359,730","11,018,730","2,684,010","31,436,489","32,508,511","5,175,610","15,475,302","24,399,240"
153,"Revision date: June 26, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
