,Description,United States Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
111,               Sewerage,"60,642,609","480,246","137,153","761,298","302,004","10,974,919","931,342","675,066","218,985","611,516","3,928,341","1,222,261","431,652","242,418","1,361,337","1,264,332","634,336","435,393","684,593","624,969","221,370","1,613,992","1,365,477","2,483,015","1,229,886","275,726","1,256,817","164,357","295,888","382,257","210,259","1,523,240","208,311","3,756,124","1,023,668","78,601","2,743,744","382,358","1,080,973","2,803,383","177,518","726,900","107,069","820,295","4,284,931","365,829","79,180","1,537,410","1,939,747","251,160","1,241,159","89,806"
112,                    Capital outlay,"22,538,532","206,092","51,821","256,959","100,603","5,002,012","318,985","302,706","89,889","397,681","1,111,455","201,319","252,412","95,222","507,927","531,042","222,234","152,628","337,327","199,284","59,143","509,894","475,015","409,779","379,526","89,295","564,312","87,198","147,940","87,458","87,578","302,806","91,781","2,183,840","339,179","25,750","1,106,499","122,215","515,514","600,464","33,226","259,258","48,284","289,386","1,752,551","91,501","18,328","502,235","601,059","70,213","316,009","33,694"
113,               Solid waste management,"25,997,070","291,221","119,627","463,149","204,635","3,417,585","139,119","272,639","93,878","136,337","2,603,702","708,566","285,240","191,773","520,463","302,905","287,926","165,567","231,717","348,999","121,704","684,059","382,997","536,529","441,672","189,851","159,752","82,087","103,770","31,498","134,003","883,186","231,376","3,199,482","766,929","73,681","556,477","256,776","164,053","1,226,547","120,428","437,171","55,694","553,281","1,600,809","194,945","34,280","597,921","815,523","84,068","392,549","98,924"
114,                    Capital outlay,"2,310,185","16,565","20,248","52,685","15,862","153,467","17,732","19,731","13,440","8,353","172,267","22,288","44,790","23,654","118,422","15,426","37,313","10,455","15,262","10,298","6,648","4,780","13,801","28,655","57,112","8,114","14,858","11,978","15,194",924,"3,736","27,249","30,572","419,716","58,575","9,400","32,076","26,469","7,915","338,249","12,924","40,420","6,735","39,385","148,986","9,808","2,375","26,910","74,333","10,271","10,093","23,666"
115,     Governmental administration:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,               Financial administration,"49,330,140","611,563","411,071","521,851","629,099","5,544,320","1,229,774","577,515","251,554","310,984","3,412,823","1,306,436","280,227","330,822","1,871,610","550,709","411,114","338,553","497,038","765,067","338,303","982,850","1,182,214","1,540,119","1,409,283","480,544","666,114","244,633","291,381","392,573","583,165","1,451,152","369,867","3,573,990","1,365,559","151,042","2,159,578","476,671","978,473","1,918,044","196,031","615,157","181,678","947,833","2,767,504","583,482","117,574","1,604,477","852,761","343,809","502,471","209,675"
117,               Judicial and legal,"48,634,696","418,483","307,334","1,050,508","226,315","8,861,723","918,850","630,662","193,720","162,027","2,546,640","1,471,355","324,844","227,949","1,470,074","658,288","377,332","338,831","552,544","494,975","114,269","986,573","1,063,102","1,331,662","767,586","280,408","557,745","190,501","198,023","521,725","170,692","1,504,364","346,851","4,301,887","859,912","103,390","1,992,750","350,707","834,026","2,052,534","171,776","400,049","99,040","948,816","3,429,696","415,792","92,284","1,029,946","1,218,499","255,533","688,279","123,820"
118,               General public buildings,"15,657,742","104,772","152,037","206,056","34,509","688,372","375,659","141,936","83,710","226,935","302,262","518,609","150,925","163,641","695,682","210,437","120,544","154,362","110,715","118,239","88,403","413,713","1,120,258","195,732","200,841","89,945","180,234","57,293","61,802","93,694","80,348","474,690","125,975","1,465,769","514,741","73,355","462,505","46,127","238,413","1,245,578","104,742","231,445","68,457","458,482","982,936","395,713","23,504","840,813","109,034","116,084","359,234","178,481"
119,               Other governmental administration,"36,640,247","476,403","366,952","624,941","226,795","7,244,849","964,876","661,506","140,537","189,993","1,311,676","787,487","154,174","150,969","2,153,321","936,450","245,399","353,179","514,423","465,903","166,492","706,296","458,990","774,652","431,086","259,085","570,095","168,611","211,684","249,350","236,963","547,513","272,184","1,343,924","908,174","88,546","1,338,788","385,091","753,769","1,543,541","268,505","592,293","87,230","568,495","2,302,380","428,156","87,993","704,177","608,270","260,406","1,151,101","196,573"
120,     Interest on general debt,"110,992,032","1,024,864","304,328","1,208,576","543,917","18,321,931","2,202,724","2,005,733","281,359","617,961","3,672,536","1,564,016","335,022","233,164","7,941,767","1,746,360","584,232","771,043","1,337,841","1,311,642","280,347","2,144,853","3,128,508","3,055,517","1,675,697","522,147","1,576,205","194,525","317,803","921,158","429,678","3,313,212","611,632","14,272,391","1,856,013","248,816","3,165,987","529,961","1,320,884","4,452,212","543,660","850,058","207,182","1,536,244","9,713,450","572,291","141,040","2,322,885","2,993,723","679,133","1,355,279","50,523"
121,"     General expenditure, n.e.c.:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,               Miscellaneous commercial activities,"7,607,318","20,482","263,494","6,626","43,362","1,999,414","84,489","4,640",4,0,"3,420,236","78,447",438,"10,977","22,289","16,964","58,740","9,786","56,518","64,846","8,947","32,107","16,526","98,734","14,899","7,609","25,016","61,356","2,598","16,569","5,532",529,"6,908","43,939","14,216","282,293","215,521","56,156","165,222","2,932","8,412","7,050","30,640","49,168","36,962","41,027","50,943","10,368","81,161","1,042","12,164","39,021"
123,               Other and unallocable,"144,602,904","1,329,781","1,377,882","1,456,590","365,597","14,065,005","2,467,673","3,315,271","233,270","597,100","7,202,349","1,995,068","1,837,682","375,813","12,213,575","2,282,645","1,252,879","1,078,186","901,641","1,852,480","707,526","3,856,851","6,970,373","3,856,581","2,412,157","640,113","2,264,917","258,475","969,109","921,622","385,136","10,493,702","932,458","23,741,478","1,270,499","572,843","2,979,181","694,434","2,128,387","3,836,592","444,655","909,439","340,481","1,864,514","6,245,782","1,195,001","161,004","2,406,039","2,553,849","674,995","1,121,433","592,793"
124,     Utility expenditure,"239,388,754","3,077,682","650,204","6,424,831","991,791","44,366,056","4,330,959","1,437,101","553,703","4,076,547","12,222,445","6,460,617","1,184,125","248,492","7,783,047","2,694,608","1,251,924","1,595,390","2,081,830","1,365,612","185,802","3,586,088","6,876,443","3,838,333","3,548,652","845,827","2,864,593","240,441","4,370,940","1,531,875","172,105","3,860,659","865,222","32,958,249","4,856,118","346,670","4,140,861","2,842,465","2,513,610","5,121,545","345,456","3,525,862","345,162","9,982,436","17,773,068","2,431,329","274,766","3,385,693","9,899,464","352,987","2,410,801","298,268"
125,               Capital outlay,"55,634,452","417,296","138,645","1,701,600","177,336","10,232,731","1,229,318","273,830","55,323","2,097,531","2,236,332","1,184,332","603,611","55,869","1,552,703","302,324","209,526","319,660","333,770","142,633","34,679","966,688","2,208,591","670,296","677,306","108,525","325,304","91,270","829,052","327,363","34,236","687,505","204,841","8,884,378","947,738","88,664","747,348","1,241,564","636,541","1,282,462","77,745","674,274","55,161","1,030,408","4,334,013","495,887","32,752","1,189,945","3,175,143","105,003","104,896","100,504"
126,          Water supply,"73,962,955","1,005,793","135,291","1,764,734","486,199","18,871,293","1,841,008","383,063","96,970","331,486","4,971,708","2,372,698","406,752","145,766","2,627,613","775,189","598,592","700,127","892,343","538,985","122,785","1,495,790","1,481,490","1,686,953","939,361","327,962","868,417","201,369","372,566","1,092,377","113,784","778,863","418,761","2,979,298","1,508,687","309,197","2,029,793","903,757","847,773","1,471,278","220,654","799,241","146,701","1,218,964","7,928,735","748,128","83,732","1,300,777","1,423,649","263,135","725,223","208,150"
127,          Electric power,"77,826,446","1,686,185","398,391","3,646,086","467,110","10,034,547","1,097,896","353,749","306,712",0,"5,021,414","2,453,342",0,"75,310","985,563","1,384,397","470,721","822,732","687,327","505,202","14,093","73,386","1,425,073","1,431,116","1,778,650","401,434","1,363,539",18,"3,635,582","105,813","13,666","140,147","182,797","6,617,885","2,373,929","20,689","1,079,454","1,806,948","742,133","160,891","7,827","2,389,264","167,370","6,724,295","6,356,040","1,101,595","155,666","406,138","5,354,155","13,830","1,301,802","84,537"
128,          Gas supply,"6,964,192","312,354","62,099","37,806","3,418","203,005","173,609","19,023",0,0,"190,518","786,150",0,0,"23,634","327,929","61,646","31,468","307,997","90,587",50,"6,891","45,370",0,"99,604","96,467","124,137",0,"317,291",0,0,26,"84,083","7,413","147,018",638,"38,845","45,232",679,"500,692",0,"250,639","9,677","1,789,714","561,588","5,423",0,"194,799","6,445",227,0,0
129,          Transit,"80,635,161","73,351","54,424","976,204","35,064","15,257,210","1,218,446","681,266","150,021","3,745,061","2,038,804","848,427","777,373","27,416","4,146,236","207,093","120,966","41,063","194,162","230,838","48,874","2,010,021","3,924,511","720,264","731,037","19,964","508,501","39,053","45,502","333,685","44,655","2,941,623","179,582","23,353,652","826,484","16,146","992,769","86,529","923,025","2,988,684","116,975","86,718","21,414","249,463","2,926,705","576,182","35,369","1,483,980","3,115,214","75,796","383,777","5,581"
130,     Liquor store expenditure,"8,396,250","340,566","4,827",0,0,0,0,0,0,0,0,0,0,"134,897",0,0,"222,840",0,0,0,"123,777","263,851",0,"903,029","311,497","296,423",0,"85,974",0,0,"550,093",0,0,0,"680,427",0,"937,686",0,"406,226","1,937,382",0,0,"13,012",0,0,"286,824","64,164","653,778",0,"76,949",0,"102,029"
131,     Insurance trust expenditure,"362,317,795","3,855,655","1,441,427","4,922,782","2,158,020","67,992,968","6,221,486","5,839,629","816,331","559,698","13,029,297","8,141,667","1,585,961","1,184,651","21,503,328","3,012,367","2,706,740","2,058,830","4,726,900","5,043,435","1,053,917","6,142,870","9,023,553","9,919,529","5,906,546","2,876,024","5,817,356","1,110,801","1,193,015","2,755,209","844,885","13,860,867","2,476,761","37,360,144","6,395,668","667,124","17,544,805","2,804,000","6,130,882","15,382,565","1,561,172","4,253,702","628,484","3,597,480","20,957,864","1,767,063","436,509","6,412,595","7,879,401","1,634,477","6,284,063","837,294"
132,          Unemployment compensation,"28,970,572","157,469","110,607","237,310","126,221","5,232,224","415,641","685,062","66,699","131,764","377,624","318,888","169,438","86,773","1,805,810","257,129","381,894","161,386","293,450","152,994","84,394","495,386","1,500,798","766,417","808,664","74,853","284,123","110,765","72,638","297,279","51,300","2,014,407","148,412","2,212,927","185,521","104,931","905,430","230,313","483,717","1,878,398","147,335","170,942","28,151","212,961","2,325,678","153,262","65,654","325,686","1,055,124","142,434","409,954","54,335"
133,          Employee retirement,"318,000,545","3,698,186","1,327,560","4,685,472","2,017,313","55,379,749","5,410,646","5,128,403","744,398","427,934","12,607,194","7,789,332","1,416,523","945,179","19,654,332","2,749,011","2,324,846","1,896,009","4,242,567","4,802,962","969,523","5,496,626","7,479,755","9,137,423","5,060,030","2,801,171","5,432,568","867,269","1,119,827","2,457,930","793,585","11,112,526","2,312,242","33,508,622","6,210,147","438,354","16,200,822","2,573,687","5,376,672","13,340,275","1,219,189","4,009,494","599,244","3,384,519","18,268,399","1,600,147","370,855","6,084,238","4,666,155","1,384,501","5,868,646","608,490"
134,          Workers' compensation,"8,141,272",0,"3,260",0,"14,486","1,027,717","383,824","26,164","5,234",0,"44,479",0,0,"152,699","43,162","6,227",0,"1,435","190,883","58,197",0,"88,257","43,000","15,689","37,852",0,"100,665","132,767",550,0,0,"212,181","16,107","1,638,595",0,"123,839","438,553",0,"270,493","163,892","1,002","73,266","1,089",0,"363,787","13,654",0,"2,671","2,158,122","107,542","5,463","174,469"
135,          Other insurance trust,"7,205,406",0,0,0,0,"6,353,278","11,375",0,0,0,0,"33,447",0,0,24,0,0,0,0,"29,282",0,"62,601",0,0,0,0,0,0,0,0,0,"521,753",0,0,0,0,0,0,0,0,"193,646",0,0,0,0,0,0,0,0,0,0,0
136,            Debt outstanding,"3,136,547,205","30,753,617","9,360,111","42,216,900","19,243,246","494,738,878","56,323,626","51,704,275","7,569,811","16,157,439","129,119,576","58,476,937","17,139,063","6,103,459","164,928,389","50,335,693","18,924,487","27,005,741","48,511,858","36,098,789","8,205,546","54,671,079","97,945,731","74,800,371","55,334,372","14,181,334","46,518,428","5,701,776","14,738,760","28,474,229","10,310,957","94,806,251","16,035,425","355,475,336","46,134,365","8,643,153","93,428,522","19,592,433","39,148,770","128,411,698","11,701,651","36,490,767","6,472,167","43,799,271","295,650,455","22,828,857","4,818,493","69,072,080","87,515,827","11,902,136","47,102,178","1,922,894"
137,Short-term,"33,076,846","269,007","57,369","522,627","26,576","1,110,791","134,607","421,652","10,879","79,200","101,371","357,445","100,000","1,917","683,221","426,510","37,223","165,719","70,889","28,717","10,589","829,980","2,143,296","913,464","51,529","50,355","78,172","5,189","115,234","837,104","3,248","2,050,674","41,306","7,707,552","103,376","24,232","565,812","28,812","626,452","309,476","91,629","201,032","8,991","1,248,056","8,528,198","214,003","259,815","467,530","379,317","25,369","547,048","4,283"
138,Long-term,"3,103,470,359","30,484,611","9,302,742","41,694,272","19,216,670","493,628,086","56,189,019","51,282,623","7,558,932","16,078,239","129,018,206","58,119,491","17,039,063","6,101,542","164,245,168","49,909,183","18,887,264","26,840,022","48,440,969","36,070,072","8,194,957","53,841,099","95,802,435","73,886,906","55,282,843","14,130,979","46,440,256","5,696,587","14,623,526","27,637,125","10,307,708","92,755,577","15,994,120","347,767,784","46,030,988","8,618,921","92,862,710","19,563,621","38,522,318","128,102,223","11,610,022","36,289,734","6,463,176","42,551,215","287,122,257","22,614,854","4,558,678","68,604,550","87,136,510","11,876,767","46,555,130","1,918,611"
139,     Public debt for private purposes,"551,772,848","591,766","3,558,557","5,222,600","3,893,039","53,917,890","12,460,729","13,105,144","1,600,989","1,141,155","13,362,899","7,594,887","335,496","2,317,265","26,372,260","14,445,382","1,915,064","6,437,569","14,713,138","13,020,099","2,020,245","12,338,974","20,456,916","13,386,738","11,872,485","1,487,288","16,646,961","2,390,038","1,312,898","2,890,123","3,859,015","13,480,936","4,548,005","67,568,218","9,118,274","2,100,938","31,935,239","1,538,366","7,237,342","37,210,339","4,763,828","5,075,760","2,881,096","13,642,476","26,396,497","3,780,888","1,450,758","9,200,961","7,071,245","5,028,047","12,316,885","759,141"
140,Long-term debt issued,"394,575,014","2,691,705","798,468","4,471,456","1,995,907","72,048,521","6,843,442","6,087,225","500,128","3,074,806","11,300,098","6,487,246","3,173,316","910,536","26,045,393","4,522,222","3,316,202","2,399,718","3,186,761","1,950,603","1,227,571","9,486,775","8,103,040","6,646,440","7,652,421","1,434,258","5,458,995","748,397","1,677,863","3,325,553","1,801,642","8,891,763","2,322,162","45,492,759","8,467,542","4,698,728","10,885,117","3,307,222","4,451,557","15,653,523","1,500,534","3,754,608","1,163,471","4,642,397","35,400,344","4,025,424","847,151","9,095,307","10,772,256","840,959","8,784,182","211,300"
141,Long-term debt retired,"347,154,600","3,687,553","937,680","5,934,078","1,907,856","49,740,908","6,312,356","4,917,610","532,647","1,749,701","14,728,066","6,834,442","2,663,007","1,104,302","18,135,497","3,396,037","3,085,226","3,022,702","3,552,027","3,087,637","1,120,620","8,026,098","7,342,743","7,366,541","6,957,249","1,979,711","5,800,454","589,676","2,195,175","2,210,959","1,876,867","12,482,528","2,292,033","42,580,960","9,005,442","4,467,862","7,355,999","3,057,358","3,096,868","13,659,439","1,476,507","3,958,164","760,056","3,979,313","28,856,070","3,576,875","761,752","7,022,842","9,889,579","597,572","7,293,558","188,399"
142,            Cash and security holdings,"7,342,599,505","68,304,318","99,574,156","97,572,134","50,260,470","1,337,106,384","119,809,974","72,762,183","19,628,738","18,187,637","376,132,544","163,336,183","33,032,786","31,633,837","283,662,480","84,185,472","60,727,711","44,530,929","65,823,565","94,712,774","24,013,380","112,493,285","143,624,312","164,051,075","120,401,763","44,890,086","129,371,095","24,668,089","37,170,955","64,566,027","19,722,606","146,914,638","69,797,071","738,628,496","152,956,282","36,725,502","331,239,760","64,003,462","134,874,960","222,928,184","21,836,032","68,384,836","22,038,033","106,414,588","591,881,445","56,072,363","10,892,557","158,008,043","178,993,683","29,679,803","157,363,342","37,009,476"
143,Insurance trust funds,"4,591,324,893","41,717,404","16,478,542","54,523,290","32,038,671","944,752,910","64,456,935","47,453,645","11,312,652","12,051,658","208,212,045","115,144,341","17,733,054","18,811,080","182,230,810","31,598,751","38,160,907","23,212,718","35,747,735","55,503,287","15,460,427","79,834,394","88,426,689","102,122,689","73,015,762","30,990,350","82,633,155","13,740,505","19,688,098","43,822,902","9,736,985","83,332,184","30,168,360","554,574,834","105,047,541","8,302,050","216,935,572","36,375,403","93,625,648","122,873,292","11,105,372","34,333,939","13,128,376","61,591,196","291,376,699","34,669,927","5,520,865","98,636,647","122,876,510","18,065,086","127,039,188","11,133,813"
144,     Unemployment compensation,"129,623,650","1,291,898","899,464","1,703,926","1,441,832","5,940,746","1,905,858","1,153,748","301,350","481,740","7,748,516","4,238,348","1,064,924","1,220,102","3,878,388","1,206,006","2,175,616","1,539,306","1,086,912","1,971,848","892,624","2,470,790","2,510,544","8,204,170","3,018,428","1,352,220","1,837,066","624,184","879,272","2,574,610","618,786","4,907,204","895,596","4,964,152","6,831,832","308,714","1,864,380","2,122,938","8,443,630","5,529,976","808,312","1,740,310","240,172","2,352,576","3,582,960","2,195,840","863,212","2,650,040","8,931,256","273,544","3,248,862","634,922"
145,     Employee retirement,"4,346,219,085","40,425,506","15,558,915","52,819,364","30,482,657","908,694,328","59,728,492","46,249,989","11,007,622","11,569,918","200,181,018","110,890,901","16,668,130","16,803,770","178,271,176","30,390,456","35,985,291","21,662,797","33,449,974","53,286,993","14,556,823","77,073,522","85,794,966","93,882,653","69,932,249","29,638,130","80,788,242","11,638,772","18,806,690","41,248,292","9,118,199","78,096,249","29,223,487","532,232,799","98,215,709","6,076,006","191,252,702","34,252,465","80,324,193","115,825,161","10,190,121","32,018,090","12,887,699","59,238,620","281,104,569","32,335,757","4,657,653","95,980,564","97,161,596","16,252,070","123,775,463","8,512,277"
146,     Workers' compensation,"104,917,064",0,"20,163",0,"114,182","20,372,299","2,744,352","49,908","3,680",0,"282,511",0,0,"787,208","68,174","2,289",0,"10,615","1,210,849","32,857","10,980","94,165","61,241","35,866","65,085",0,"7,847","1,477,549","2,136",0,0,"189,954","49,277","17,377,883",0,"1,917,330","23,818,490",0,"4,857,825","1,518,155",0,"575,539",505,0,"6,689,170","138,330",0,"6,043","16,783,658","1,539,472","14,863","1,986,614"
147,     Miscellaneous,"10,565,094",0,0,0,0,"9,745,537","78,233",0,0,0,0,"15,092",0,0,"13,072",0,0,0,0,"211,589",0,"195,917","59,938",0,0,0,0,0,0,0,0,"138,777",0,0,0,0,0,0,0,0,"106,939",0,0,0,0,0,0,0,0,0,0,0
148,Other than insurance trust funds,"2,751,274,612","26,586,914","83,095,614","43,048,844","18,221,798","392,353,475","55,353,039","25,308,538","8,316,085","6,135,979","167,920,500","48,191,841","15,299,732","12,822,757","101,431,671","52,586,721","22,566,804","21,318,211","30,075,831","39,209,487","8,552,953","32,658,891","55,197,623","61,928,386","47,386,001","13,899,736","46,737,940","10,927,584","17,482,856","20,743,125","9,985,621","63,582,454","39,628,711","184,053,662","47,908,741","28,423,452","114,304,188","27,628,059","41,249,312","100,054,892","10,730,660","34,050,897","8,909,657","44,823,392","300,504,746","21,402,436","5,371,692","59,371,397","56,117,173","11,614,717","30,324,154","25,875,663"
149,   By purpose:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,          Offsets to debt,"753,289,828","2,629,405","4,012,833","9,192,428","4,919,069","63,004,066","15,553,896","15,893,437","1,829,230","1,281,453","21,093,219","9,404,336","1,259,906","3,104,660","34,610,806","22,096,497","5,851,480","9,565,885","15,854,264","15,365,077","3,629,896","15,090,301","26,007,230","16,766,314","17,808,209","2,744,221","19,336,710","2,990,723","2,416,458","5,238,626","4,823,120","20,415,738","5,867,021","92,681,223","10,594,932","3,335,739","45,528,889","4,757,342","10,197,425","38,207,498","6,558,025","7,430,352","3,155,055","18,675,358","51,267,036","5,017,772","2,316,618","19,858,929","11,025,062","5,288,328","16,920,321","817,410"
151,          Bond funds,"232,575,938","2,309,061","379,215","2,840,672","1,982,271","42,091,418","5,275,157","1,290,902","497,743",0,"10,594,608","6,698,277","702,569","1,001,194","8,051,740","2,006,680","1,458,835","2,032,991","1,473,609","2,705,005","446,826","2,696,647","4,654,955","4,122,832","1,375,555","901,055","2,175,070","731,397","801,417","2,931,838","325,381","5,774,095","1,652,387","12,507,131","5,754,788","608,863","8,637,274","2,087,259","5,074,449","11,695,725","513,856","3,015,143","197,542","4,070,995","35,891,054","3,620,107","134,274","5,275,131","8,314,428","430,857","2,337,305","428,353"
152,          Other,"1,765,408,846","21,648,448","78,703,567","31,015,744","11,320,459","287,257,990","34,523,986","8,124,199","5,989,112","4,854,526","136,232,673","32,089,228","13,337,257","8,716,903","58,769,125","28,483,543","15,256,490","9,719,336","12,747,958","21,139,405","4,476,232","14,871,943","24,535,438","41,039,239","28,202,237","10,254,460","25,226,161","7,205,464","14,264,981","12,572,661","4,837,120","37,392,620","32,109,303","78,865,308","31,559,021","24,478,850","60,138,025","20,783,458","25,977,437","50,151,668","3,658,779","23,605,402","5,557,060","22,077,039","213,346,656","12,764,558","2,920,799","34,237,337","36,777,684","5,895,531","11,066,529","24,629,900"
153,"Revision date: June 26, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
